terminal,at_utc,claimed,reason,claimed_item_id,history_skipped,q08_dsr_context_skipped,ram_class_skipped,history_claim_preflights_count
T1,2026-09-15T09:01:31.518+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:01:33.685+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:01:33.685+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:01:35.200+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:01:37.577+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:01:37.722+00:00,False,no_pending_claimable,,101,8,296,3
T5,2026-09-15T09:01:41.284+00:00,False,no_pending_claimable,,101,8,296,3
T9,2026-09-15T09:01:50.146+00:00,False,no_pending_claimable,,101,8,296,3
T5,2026-09-15T09:01:54.340+00:00,False,no_pending_claimable,,101,8,296,3
T9,2026-09-15T09:02:03.308+00:00,False,no_pending_claimable,,101,8,296,3
T1,2026-09-15T09:02:08.679+00:00,False,no_pending_claimable,,101,8,285,3
T5,2026-09-15T09:02:11.418+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:02:13.925+00:00,False,claim_order_snapshot_stale,,,,,3
T4,2026-09-15T09:02:16.453+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:02:17.835+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:02:18.510+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:02:20.027+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:02:20.884+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:02:23.209+00:00,False,no_pending_claimable,,101,8,285,3
T7,2026-09-15T09:02:25.065+00:00,False,no_pending_claimable,,101,8,286,3
T1,2026-09-15T09:02:29.665+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:02:31.499+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:02:39.689+00:00,False,no_pending_claimable,,101,8,285,3
T5,2026-09-15T09:02:43.308+00:00,False,no_pending_claimable,,101,8,296,3
T7,2026-09-15T09:02:44.569+00:00,False,no_pending_claimable,,101,8,286,3
T1,2026-09-15T09:02:46.985+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:02:55.506+00:00,False,no_pending_claimable,,101,8,296,3
T10,2026-09-15T09:02:57.941+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:02:58.215+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:02:58.954+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:02:59.507+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:02:59.983+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:03:00.834+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:03:02.468+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:03:02.653+00:00,False,no_pending_claimable,,101,8,285,3
T2,2026-09-15T09:03:14.876+00:00,False,claim_order_snapshot_stale,,,,,3
T4,2026-09-15T09:03:15.327+00:00,False,claim_order_snapshot_stale,,,,,3
T1,2026-09-15T09:03:15.771+00:00,False,no_pending_claimable,,101,8,285,3
T1,2026-09-15T09:03:23.133+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:03:25.951+00:00,False,no_pending_claimable,,101,8,288,3
T4,2026-09-15T09:03:27.890+00:00,False,claim_order_snapshot_stale,,,,,3
T10,2026-09-15T09:03:30.824+00:00,False,no_pending_claimable,,101,8,293,3
T7,2026-09-15T09:03:32.770+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:03:33.634+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:03:34.344+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:03:37.701+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:03:37.960+00:00,False,no_pending_claimable,,103,9,282,3
T2,2026-09-15T09:03:40.119+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:03:40.198+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:03:41.667+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:03:42.619+00:00,False,no_pending_claimable,,103,9,293,3
T1,2026-09-15T09:03:44.450+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:03:47.168+00:00,False,no_pending_claimable,,103,9,290,3
T3,2026-09-15T09:03:49.269+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:03:53.928+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:03:54.285+00:00,False,no_pending_claimable,,103,9,282,3
T3,2026-09-15T09:03:59.735+00:00,False,no_pending_claimable,,103,9,293,3
T1,2026-09-15T09:04:01.888+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:04:08.157+00:00,False,no_pending_claimable,,103,9,283,3
T10,2026-09-15T09:04:09.949+00:00,False,no_pending_claimable,,104,8,290,3
T8,2026-09-15T09:04:09.949+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:04:15.185+00:00,False,no_pending_claimable,,103,9,293,3
T7,2026-09-15T09:04:16.137+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:04:17.392+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:04:17.392+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:04:17.474+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:04:17.612+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:04:20.492+00:00,False,no_pending_claimable,,103,9,293,3
T10,2026-09-15T09:04:22.973+00:00,False,no_pending_claimable,,103,9,290,3
T3,2026-09-15T09:04:26.182+00:00,False,no_pending_claimable,,103,9,293,3
T7,2026-09-15T09:04:28.563+00:00,False,no_pending_claimable,,103,9,283,3
T4,2026-09-15T09:04:32.246+00:00,False,no_pending_claimable,,105,9,293,3
T10,2026-09-15T09:04:35.437+00:00,False,no_pending_claimable,,105,9,290,3
T3,2026-09-15T09:04:38.866+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:04:42.558+00:00,False,claim_order_snapshot_stale,,,,,3
T8,2026-09-15T09:04:44.383+00:00,False,no_pending_claimable,,103,8,296,3
T4,2026-09-15T09:04:48.591+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:04:52.312+00:00,False,no_pending_claimable,,103,8,293,3
T1,2026-09-15T09:04:54.813+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:04:55.028+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:04:55.340+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:04:57.314+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:04:58.924+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:04:59.454+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:04:59.867+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:05:00.911+00:00,False,no_pending_claimable,,103,8,296,3
T10,2026-09-15T09:05:11.441+00:00,False,no_pending_claimable,,103,8,293,3
T8,2026-09-15T09:05:13.640+00:00,False,no_pending_claimable,,103,8,296,3
T10,2026-09-15T09:05:18.895+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:05:28.284+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:05:28.448+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:05:28.650+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:05:28.849+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:05:30.256+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:05:33.963+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:05:34.015+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:05:35.088+00:00,False,no_pending_claimable,,103,8,296,3
T4,2026-09-15T09:05:36.027+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:05:37.531+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:05:43.040+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:05:45.030+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:05:46.916+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:05:55.690+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:06:00.462+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:06:01.808+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:06:02.651+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:06:03.470+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:06:06.096+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:06:11.555+00:00,False,no_pending_claimable,,103,8,288,3
T5,2026-09-15T09:06:13.094+00:00,False,no_pending_claimable,,104,7,296,3
T10,2026-09-15T09:06:15.729+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:06:17.231+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:06:18.184+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:06:18.912+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:06:20.431+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:06:25.636+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:06:30.012+00:00,False,no_pending_claimable,,103,8,288,3
T5,2026-09-15T09:06:35.857+00:00,False,no_pending_claimable,,103,8,296,3
T4,2026-09-15T09:06:35.880+00:00,False,claim_order_snapshot_stale,,,,,3
T9,2026-09-15T09:06:39.207+00:00,False,claim_order_snapshot_stale,,,,,3
T1,2026-09-15T09:06:42.034+00:00,False,no_pending_claimable,,103,8,285,3
T3,2026-09-15T09:06:43.345+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:06:44.537+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:06:46.533+00:00,False,no_pending_claimable,,103,8,296,3
T4,2026-09-15T09:06:51.111+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:06:52.485+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:06:53.170+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:06:53.735+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:06:53.823+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:06:56.517+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:06:57.351+00:00,False,no_pending_claimable,,103,8,285,3
T5,2026-09-15T09:06:59.852+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:07:05.174+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:07:09.912+00:00,False,no_pending_claimable,,103,8,285,3
T5,2026-09-15T09:07:14.510+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:07:19.002+00:00,False,no_pending_claimable,,103,8,288,3
T3,2026-09-15T09:07:24.432+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:07:25.039+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:07:25.803+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:07:29.303+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:07:32.036+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:07:32.094+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:07:32.239+00:00,False,no_pending_claimable,,104,7,296,3
T9,2026-09-15T09:07:35.173+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:07:35.617+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:07:37.786+00:00,False,no_pending_claimable,,104,7,296,3
T5,2026-09-15T09:07:44.367+00:00,False,no_pending_claimable,,103,8,296,3
T8,2026-09-15T09:07:48.395+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:07:58.016+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:08:01.843+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:08:03.647+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:08:04.272+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:08:04.807+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:08:07.831+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:08:11.412+00:00,False,no_pending_claimable,,103,8,293,3
T9,2026-09-15T09:08:11.446+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:08:15.243+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:08:17.434+00:00,False,no_pending_claimable,,103,8,288,3
T10,2026-09-15T09:08:18.683+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:08:22.865+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:08:24.724+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:08:29.178+00:00,False,no_pending_claimable,,103,8,293,3
T5,2026-09-15T09:08:36.290+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:08:39.295+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:08:39.340+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:08:41.264+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:08:42.916+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:08:44.035+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:08:44.078+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:08:44.251+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:08:45.833+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:08:48.351+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:08:53.215+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:08:54.503+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:08:55.557+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:09:04.228+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:09:10.132+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:09:12.326+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:09:17.208+00:00,False,no_pending_claimable,,103,8,286,3
T3,2026-09-15T09:09:20.232+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:09:20.721+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:09:23.412+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:09:23.498+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:09:25.028+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:09:25.209+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:09:25.797+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:09:27.167+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:09:28.900+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:09:35.886+00:00,False,no_pending_claimable,,103,8,286,3
T9,2026-09-15T09:09:36.295+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:09:47.070+00:00,False,no_pending_claimable,,103,8,286,3
T9,2026-09-15T09:09:50.233+00:00,False,no_pending_claimable,,103,8,296,3
T10,2026-09-15T09:09:56.098+00:00,False,no_pending_claimable,,103,8,293,3
T2,2026-09-15T09:10:01.124+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:10:01.216+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:10:01.701+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:10:03.027+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:10:04.124+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:10:04.379+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:10:04.908+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:10:07.214+00:00,False,no_pending_claimable,,104,7,296,3
T10,2026-09-15T09:10:09.305+00:00,False,no_pending_claimable,,104,7,293,3
T10,2026-09-15T09:10:16.643+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:10:17.599+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:10:24.724+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:10:27.419+00:00,False,no_pending_claimable,,103,8,293,3
T3,2026-09-15T09:10:34.301+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:10:37.238+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:10:37.761+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:10:39.292+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:10:40.882+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:10:41.539+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:10:41.892+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:10:42.405+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:10:42.945+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:10:44.738+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:10:54.365+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:11:05.161+00:00,False,no_pending_claimable,,104,8,295,3
T9,2026-09-15T09:11:16.414+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:11:16.915+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:11:17.891+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:11:21.151+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:11:21.698+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:11:21.879+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:11:21.943+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:11:24.322+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:11:24.859+00:00,False,no_pending_claimable,,103,8,288,3
T2,2026-09-15T09:11:31.373+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:11:41.121+00:00,False,no_pending_claimable,,103,8,288,3
T9,2026-09-15T09:11:50.603+00:00,False,claim_order_snapshot_stale,,,,,3
T1,2026-09-15T09:11:51.542+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:11:51.748+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:11:54.743+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:11:56.945+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:11:57.898+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:11:58.976+00:00,False,no_pending_claimable,,103,8,286,3
T10,2026-09-15T09:12:01.481+00:00,False,no_pending_claimable,,105,6,293,3
T5,2026-09-15T09:12:01.514+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:12:03.803+00:00,False,no_pending_claimable,,104,7,296,3
T8,2026-09-15T09:12:05.828+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:12:06.050+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:12:12.117+00:00,False,no_pending_claimable,,103,8,293,3
T9,2026-09-15T09:12:15.022+00:00,False,no_pending_claimable,,105,9,293,3
T7,2026-09-15T09:12:18.947+00:00,False,no_pending_claimable,,105,9,283,3
T8,2026-09-15T09:12:18.978+00:00,False,claim_order_snapshot_stale,,,,,3
T10,2026-09-15T09:12:21.863+00:00,False,no_pending_claimable,,105,9,290,3
T9,2026-09-15T09:12:22.381+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:12:29.359+00:00,False,no_pending_claimable,,105,9,282,3
T3,2026-09-15T09:12:31.628+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:12:32.675+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:12:33.838+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:12:33.933+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:12:36.002+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:12:36.980+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:12:37.222+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:12:38.021+00:00,False,no_pending_claimable,,106,8,290,3
T1,2026-09-15T09:12:40.358+00:00,False,no_pending_claimable,,105,9,282,3
T1,2026-09-15T09:12:47.163+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:12:47.607+00:00,False,no_pending_claimable,,105,9,290,3
T1,2026-09-15T09:12:56.564+00:00,False,no_pending_claimable,,106,9,281,3
T10,2026-09-15T09:12:58.318+00:00,False,no_pending_claimable,,106,9,289,3
T7,2026-09-15T09:13:01.930+00:00,False,no_pending_claimable,,105,9,283,3
T3,2026-09-15T09:13:09.018+00:00,False,no_pending_claimable,,105,9,293,3
T1,2026-09-15T09:13:12.182+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:13:12.291+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:13:13.316+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:13:14.498+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:13:15.510+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:13:16.652+00:00,False,no_pending_claimable,,105,9,293,3
T7,2026-09-15T09:13:17.172+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:13:19.292+00:00,False,no_pending_claimable,,104,8,287,3
T3,2026-09-15T09:13:21.529+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:13:26.247+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:13:28.302+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:13:28.926+00:00,False,no_pending_claimable,,103,8,288,3
T5,2026-09-15T09:13:32.993+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:13:35.535+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:13:37.870+00:00,False,no_pending_claimable,,103,8,296,3
T4,2026-09-15T09:13:43.427+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:13:45.594+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:13:48.000+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:13:51.124+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:13:53.674+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:13:54.857+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:13:55.211+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:13:55.893+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:13:56.782+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:13:58.963+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:13:59.871+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:14:00.778+00:00,False,no_pending_claimable,,104,7,296,3
T5,2026-09-15T09:14:04.591+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:14:07.147+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:14:11.322+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:14:16.053+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:14:20.962+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:14:22.820+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:14:23.469+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:14:26.057+00:00,False,no_pending_claimable,,103,8,285,3
T2,2026-09-15T09:14:29.993+00:00,False,no_pending_claimable,,103,8,288,3
T5,2026-09-15T09:14:34.343+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:14:36.694+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:14:36.879+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:14:37.141+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:14:37.248+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:14:37.845+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:14:40.234+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:14:40.814+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:14:40.971+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:14:41.853+00:00,False,no_pending_claimable,,104,7,286,3
T2,2026-09-15T09:14:46.227+00:00,False,no_pending_claimable,,103,8,288,3
T4,2026-09-15T09:14:47.027+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:14:48.805+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:14:50.213+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:14:52.867+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:14:56.320+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:14:59.304+00:00,False,no_pending_claimable,,103,8,286,3
T5,2026-09-15T09:15:03.058+00:00,False,no_pending_claimable,,103,8,296,3
T2,2026-09-15T09:15:06.250+00:00,False,no_pending_claimable,,105,6,288,3
T10,2026-09-15T09:15:10.975+00:00,False,claim_order_snapshot_stale,,,,,3
T9,2026-09-15T09:15:11.929+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:15:12.392+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:15:15.998+00:00,False,claim_order_snapshot_stale,,,,,3
T7,2026-09-15T09:15:16.050+00:00,False,claim_order_snapshot_stale,,,,,3
T8,2026-09-15T09:15:19.835+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:15:19.897+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:15:21.693+00:00,False,no_pending_claimable,,104,7,288,3
T1,2026-09-15T09:15:22.675+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:15:24.052+00:00,False,no_pending_claimable,,104,7,293,3
T7,2026-09-15T09:15:27.795+00:00,False,no_pending_claimable,,103,8,286,3
T2,2026-09-15T09:15:28.009+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:15:28.376+00:00,False,no_pending_claimable,,103,8,296,3
