ea_id,source,source_sha256,placement_path,price_already_outside_behavior,file_line_evidence,classification_basis,work_items_created
QM5_41065,framework/EAs/QM5_41065_wti-wflip-mom/QM5_41065_wti-wflip-mom.mq5,ffc77691ba9c953f72d4a0768dac044cff889cf9c5fb472f56d7cfe89520aa51,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41065_wti-wflip-mom/QM5_41065_wti-wflip-mom.mq5:601: req.type = QM_BUY; | framework/EAs/QM5_41065_wti-wflip-mom/QM5_41065_wti-wflip-mom.mq5:831: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41066,framework/EAs/QM5_41066_xauxag-wdecay-rv/QM5_41066_xauxag-wdecay-rv.mq5,76f3419243a082cab19cb47061437be3cced9a82393255fd3c6ee3eacf6e7a8c,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41066_xauxag-wdecay-rv/QM5_41066_xauxag-wdecay-rv.mq5:789: request.type = QM_BUY; | framework/EAs/QM5_41066_xauxag-wdecay-rv/QM5_41066_xauxag-wdecay-rv.mq5:996: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41067,framework/EAs/QM5_41067_xng-wflip-mom/QM5_41067_xng-wflip-mom.mq5,81b407199e451646300411424cf34c4c20ce695bdd4137a7d1520d0086327658,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41067_xng-wflip-mom/QM5_41067_xng-wflip-mom.mq5:601: req.type = QM_BUY; | framework/EAs/QM5_41067_xng-wflip-mom/QM5_41067_xng-wflip-mom.mq5:831: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41068,framework/EAs/QM5_41068_wti-waccel-mom/QM5_41068_wti-waccel-mom.mq5,9a8fa8199ec23070d098bcdd1b676ce51a10437dbab2bd446971b5f268f233d6,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41068_wti-waccel-mom/QM5_41068_wti-waccel-mom.mq5:606: req.type = QM_BUY; | framework/EAs/QM5_41068_wti-waccel-mom/QM5_41068_wti-waccel-mom.mq5:836: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41069,framework/EAs/QM5_41069_wti-wpull-trend/QM5_41069_wti-wpull-trend.mq5,aa447e0708a0f75b38c59ffdaae05e1619d4637fa19562b7b2b54af9faec074c,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41069_wti-wpull-trend/QM5_41069_wti-wpull-trend.mq5:611: req.type = QM_BUY; | framework/EAs/QM5_41069_wti-wpull-trend/QM5_41069_wti-wpull-trend.mq5:841: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41070,framework/EAs/QM5_41070_wti-wdecel-mom/QM5_41070_wti-wdecel-mom.mq5,1f426af38d94150d09f22859ab3ff9a7fcbf84072cddc0b8ff04f81bc1b2cb31,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41070_wti-wdecel-mom/QM5_41070_wti-wdecel-mom.mq5:606: req.type = QM_BUY; | framework/EAs/QM5_41070_wti-wdecel-mom/QM5_41070_wti-wdecel-mom.mq5:836: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41071,framework/EAs/QM5_41071_wti-wresume-dom/QM5_41071_wti-wresume-dom.mq5,4120d996dc2a33efff4c43ac8c63f0adb1cf888d55296aa6842d423e60f34d2c,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41071_wti-wresume-dom/QM5_41071_wti-wresume-dom.mq5:627: req.type = QM_BUY; | framework/EAs/QM5_41071_wti-wresume-dom/QM5_41071_wti-wresume-dom.mq5:857: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41074,framework/EAs/QM5_41074_wti-wstreak3-mom/QM5_41074_wti-wstreak3-mom.mq5,2604cc10c4ec743f4233863b408aa1f197d6c33aa01551a36ac364e9500ebcb8,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41074_wti-wstreak3-mom/QM5_41074_wti-wstreak3-mom.mq5:713: req.type = QM_BUY; | framework/EAs/QM5_41074_wti-wstreak3-mom/QM5_41074_wti-wstreak3-mom.mq5:943: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41075,framework/EAs/QM5_41075_xauxag-wovershoot-rv/QM5_41075_xauxag-wovershoot-rv.mq5,61a7fa2c68b584b59d1cf37993b8d6d923d74c0c5bd5990732ea502d02eb8ddf,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41075_xauxag-wovershoot-rv/QM5_41075_xauxag-wovershoot-rv.mq5:789: request.type = QM_BUY; | framework/EAs/QM5_41075_xauxag-wovershoot-rv/QM5_41075_xauxag-wovershoot-rv.mq5:996: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41076,framework/EAs/QM5_41076_xauxag-waccel-rv/QM5_41076_xauxag-waccel-rv.mq5,75799c462f16684de24a8c6c9fddaffddb31bcf34f248f06b340055524b8bb75,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41076_xauxag-waccel-rv/QM5_41076_xauxag-waccel-rv.mq5:789: request.type = QM_BUY; | framework/EAs/QM5_41076_xauxag-waccel-rv/QM5_41076_xauxag-waccel-rv.mq5:996: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41077,framework/EAs/QM5_41077_xauxag-wretr-rv/QM5_41077_xauxag-wretr-rv.mq5,2d1a321ec1850ae7a267921c6160188ebcf5b5a2dcac5f15e302027d3c93dd1b,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41077_xauxag-wretr-rv/QM5_41077_xauxag-wretr-rv.mq5:790: request.type = QM_BUY; | framework/EAs/QM5_41077_xauxag-wretr-rv/QM5_41077_xauxag-wretr-rv.mq5:997: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41078,framework/EAs/QM5_41078_xauxag-wstreak3-rv/QM5_41078_xauxag-wstreak3-rv.mq5,1731349e8233ec6e57398f6052ca1236976728b6a633d53062eb31618643471e,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41078_xauxag-wstreak3-rv/QM5_41078_xauxag-wstreak3-rv.mq5:841: request.type = QM_BUY; | framework/EAs/QM5_41078_xauxag-wstreak3-rv/QM5_41078_xauxag-wstreak3-rv.mq5:1068: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41079,framework/EAs/QM5_41079_xauxag-wclose-extreme-rv/QM5_41079_xauxag-wclose-extreme-rv.mq5,2f17e1fb8246e80c2f8cd203b365fb4881ffdfe249bac11d794452b8036e45e2,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41079_xauxag-wclose-extreme-rv/QM5_41079_xauxag-wclose-extreme-rv.mq5:806: request.type = QM_BUY; | framework/EAs/QM5_41079_xauxag-wclose-extreme-rv/QM5_41079_xauxag-wclose-extreme-rv.mq5:1010: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41080,framework/EAs/QM5_41080_wti-wclose-location-mom/QM5_41080_wti-wclose-location-mom.mq5,e6c4960dfac860c1ac60819a8a64fefa561009110237d4dfa04a6a4295cbcf03,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41080_wti-wclose-location-mom/QM5_41080_wti-wclose-location-mom.mq5:734: req.type = QM_BUY; | framework/EAs/QM5_41080_wti-wclose-location-mom/QM5_41080_wti-wclose-location-mom.mq5:964: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41081,framework/EAs/QM5_41081_xng-wclose-location-mom/QM5_41081_xng-wclose-location-mom.mq5,57178da1a4b0820ec99405c51a5a494f8450d37f5c222fe57faf285691ce4181,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41081_xng-wclose-location-mom/QM5_41081_xng-wclose-location-mom.mq5:734: req.type = QM_BUY; | framework/EAs/QM5_41081_xng-wclose-location-mom/QM5_41081_xng-wclose-location-mom.mq5:964: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41083,framework/EAs/QM5_41083_xauxag-wlegdiv-rv/QM5_41083_xauxag-wlegdiv-rv.mq5,24e2ce2a20d330653451d146c457b5530c3996f139c52839b309a38b37fa5202,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41083_xauxag-wlegdiv-rv/QM5_41083_xauxag-wlegdiv-rv.mq5:806: request.type = QM_BUY; | framework/EAs/QM5_41083_xauxag-wlegdiv-rv/QM5_41083_xauxag-wlegdiv-rv.mq5:1016: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41084,framework/EAs/QM5_41084_wti-wdaybreadth-mom/QM5_41084_wti-wdaybreadth-mom.mq5,191b2eba940eef1dfc3975c875a8b12397211d26e795a929360e2b993bb54134,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41084_wti-wdaybreadth-mom/QM5_41084_wti-wdaybreadth-mom.mq5:709: req.type = QM_BUY; | framework/EAs/QM5_41084_wti-wdaybreadth-mom/QM5_41084_wti-wdaybreadth-mom.mq5:939: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41085,framework/EAs/QM5_41085_xauxag-wdaybreadth-rv/QM5_41085_xauxag-wdaybreadth-rv.mq5,4686f6f313ff5ebcd6ce0739a2c3c3054963f20dc7d4ac8418728fdc61fb781e,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41085_xauxag-wdaybreadth-rv/QM5_41085_xauxag-wdaybreadth-rv.mq5:845: request.type = QM_BUY; | framework/EAs/QM5_41085_xauxag-wdaybreadth-rv/QM5_41085_xauxag-wdaybreadth-rv.mq5:1055: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41086,framework/EAs/QM5_41086_xauxag-commonshock-rv/QM5_41086_xauxag-commonshock-rv.mq5,5f7d26905bdeaa6ca25bfde3aac9e0890830e63a4ba29e257880cc9ee9128020,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41086_xauxag-commonshock-rv/QM5_41086_xauxag-commonshock-rv.mq5:816: request.type = QM_BUY; | framework/EAs/QM5_41086_xauxag-commonshock-rv/QM5_41086_xauxag-commonshock-rv.mq5:1029: QM_TM_OpenPosition(request, ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41087,framework/EAs/QM5_41087_wti-wr4-close-mom/QM5_41087_wti-wr4-close-mom.mq5,acbd5ac0af183b462095bd26ddf2570e760df5ec23aec283bcadd3d7ff9fa32d,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41087_wti-wr4-close-mom/QM5_41087_wti-wr4-close-mom.mq5:720: req.type = QM_BUY; | framework/EAs/QM5_41087_wti-wr4-close-mom/QM5_41087_wti-wr4-close-mom.mq5:950: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41089,framework/EAs/QM5_41089_wti-wrange-migrate-mom/QM5_41089_wti-wrange-migrate-mom.mq5,c0b7a78d2d655248766983f62b90c8f989e413a87bc1a2aad69bd458b81c24cd,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41089_wti-wrange-migrate-mom/QM5_41089_wti-wrange-migrate-mom.mq5:723: req.type = QM_BUY; | framework/EAs/QM5_41089_wti-wrange-migrate-mom/QM5_41089_wti-wrange-migrate-mom.mq5:953: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41090,framework/EAs/QM5_41090_wti-wmid-overlap-mom/QM5_41090_wti-wmid-overlap-mom.mq5,34ee4b0077a7638665b068a8ed610ef52586d5482bb3bf8c2611c1a730ebf254,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41090_wti-wmid-overlap-mom/QM5_41090_wti-wmid-overlap-mom.mq5:710: req.type = QM_BUY; | framework/EAs/QM5_41090_wti-wmid-overlap-mom/QM5_41090_wti-wmid-overlap-mom.mq5:940: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41097,framework/EAs/QM5_41097_balke-gmt3-range-breakout-opt/QM5_41097_balke-gmt3-range-breakout-opt.mq5,8e5cfdbf6f513bdbfd5fdcd25357907cad124497123b8a1abe133c9f2d1d6329,STOP_PENDING,OPPOSITE_ONLY,"framework/EAs/QM5_41097_balke-gmt3-range-breakout-opt/QM5_41097_balke-gmt3-range-breakout-opt.mq5:330: Strategy_PopulateEntry(plan.buy_req, QM_BUY_STOP, range_high, range_low, ""BALKE_RANGE_BUY_STOP""); | framework/EAs/QM5_41097_balke-gmt3-range-breakout-opt/QM5_41097_balke-gmt3-range-breakout-opt.mq5:331: Strategy_PopulateEntry(plan.sell_req, QM_SELL_STOP, range_low, range_high, ""BALKE_RANGE_SELL_STOP""); | framework/EAs/QM5_41097_balke-gmt3-range-breakout-opt/QM5_41097_balke-gmt3-range-breakout-opt.mq5:623: QM_TM_OpenPosition(plan.buy_req, buy_ticket); | framework/EAs/QM5_41097_balke-gmt3-range-breakout-opt/QM5_41097_balke-gmt3-range-breakout-opt.mq5:628: QM_TM_OpenPosition(plan.sell_req, sell_ticket);",Straddle legs are submitted independently with no crossed-level branch; one accepted opposite leg can remain.,0
QM5_41101,framework/EAs/QM5_41101_xng-wrange-migrate-mom/QM5_41101_xng-wrange-migrate-mom.mq5,7d5d7226c4dfb41d6df9d409932c8efcc1a0184cb52a4d3184b5fd95af58ecae,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41101_xng-wrange-migrate-mom/QM5_41101_xng-wrange-migrate-mom.mq5:723: req.type = QM_BUY; | framework/EAs/QM5_41101_xng-wrange-migrate-mom/QM5_41101_xng-wrange-migrate-mom.mq5:953: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41102,framework/EAs/QM5_41102_wti-mrange-migrate-mom/QM5_41102_wti-mrange-migrate-mom.mq5,5f18fb34f90ff9aa2c87257b4bc0e0ed1cd2e1ecb182c3725dd992358ca691ed,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41102_wti-mrange-migrate-mom/QM5_41102_wti-mrange-migrate-mom.mq5:677: req.type = QM_BUY; | framework/EAs/QM5_41102_wti-mrange-migrate-mom/QM5_41102_wti-mrange-migrate-mom.mq5:907: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41105,framework/EAs/QM5_41105_wti-mclose-location-mom/QM5_41105_wti-mclose-location-mom.mq5,f4b7389c030c18097fc07df3e475478a520607242bc78fb869198373daf49c9d,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41105_wti-mclose-location-mom/QM5_41105_wti-mclose-location-mom.mq5:717: req.type = QM_BUY; | framework/EAs/QM5_41105_wti-mclose-location-mom/QM5_41105_wti-mclose-location-mom.mq5:947: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41106,framework/EAs/QM5_41106_wti-mbody-dominance-mom/QM5_41106_wti-mbody-dominance-mom.mq5,33ec591ddb10c6ebf3ec523a7d0764ccd511da2e5c03ec6ebe12ca637f007b9b,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41106_wti-mbody-dominance-mom/QM5_41106_wti-mbody-dominance-mom.mq5:675: req.type = QM_BUY; | framework/EAs/QM5_41106_wti-mbody-dominance-mom/QM5_41106_wti-mbody-dominance-mom.mq5:906: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41108,framework/EAs/QM5_41108_wti-mrange-expansion-mom/QM5_41108_wti-mrange-expansion-mom.mq5,cb2230c395c5dbc23ab4c1296e9702ee2aa216bc1fac4c7bf094b43d5d9fb1f0,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41108_wti-mrange-expansion-mom/QM5_41108_wti-mrange-expansion-mom.mq5:703: req.type = QM_BUY; | framework/EAs/QM5_41108_wti-mrange-expansion-mom/QM5_41108_wti-mrange-expansion-mom.mq5:933: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41111,framework/EAs/QM5_41111_wti-mdaybreadth-mom/QM5_41111_wti-mdaybreadth-mom.mq5,43878cda752b0dd074d667cd7dbe51220db9cd9069e8980deb552bc1cd00620f,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41111_wti-mdaybreadth-mom/QM5_41111_wti-mdaybreadth-mom.mq5:691: req.type = QM_BUY; | framework/EAs/QM5_41111_wti-mdaybreadth-mom/QM5_41111_wti-mdaybreadth-mom.mq5:921: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41114,framework/EAs/QM5_41114_wti-mhalfagree-mom/QM5_41114_wti-mhalfagree-mom.mq5,65f215753f32a47eee558b754a4bdffccce56adcec88cf2dd1c13de7ccff8e66,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41114_wti-mhalfagree-mom/QM5_41114_wti-mhalfagree-mom.mq5:684: req.type = QM_BUY; | framework/EAs/QM5_41114_wti-mhalfagree-mom/QM5_41114_wti-mhalfagree-mom.mq5:914: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41115,framework/EAs/QM5_41115_wti-mthirdvote-mom/QM5_41115_wti-mthirdvote-mom.mq5,f167549361d7890abee2b620086188958fa93587734e2ba96f9f95145fc8a4b0,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41115_wti-mthirdvote-mom/QM5_41115_wti-mthirdvote-mom.mq5:730: req.type = QM_BUY; | framework/EAs/QM5_41115_wti-mthirdvote-mom/QM5_41115_wti-mthirdvote-mom.mq5:960: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41122,framework/EAs/QM5_41122_wti-mextreme-sequence-mom/QM5_41122_wti-mextreme-sequence-mom.mq5,28abc7a0a92bccb046d8c3a4594164d0761478867a424a684695ec7e226647ae,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41122_wti-mextreme-sequence-mom/QM5_41122_wti-mextreme-sequence-mom.mq5:658: req.type = QM_BUY; | framework/EAs/QM5_41122_wti-mextreme-sequence-mom/QM5_41122_wti-mextreme-sequence-mom.mq5:887: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41124,framework/EAs/QM5_41124_wti-mrms-coherence-mom/QM5_41124_wti-mrms-coherence-mom.mq5,e64516f3933a2244c2e9b1c407a261ef4992b7fcd53c1f9fcb61747d757c080f,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41124_wti-mrms-coherence-mom/QM5_41124_wti-mrms-coherence-mom.mq5:670: req.type = QM_BUY; | framework/EAs/QM5_41124_wti-mrms-coherence-mom/QM5_41124_wti-mrms-coherence-mom.mq5:896: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41126,framework/EAs/QM5_41126_wti-mpath-eff-mom/QM5_41126_wti-mpath-eff-mom.mq5,ddef1ed81bb404f312578eec0fb787d9fbcaff2bcebf58109331496be0acbcca,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41126_wti-mpath-eff-mom/QM5_41126_wti-mpath-eff-mom.mq5:669: req.type = QM_BUY; | framework/EAs/QM5_41126_wti-mpath-eff-mom/QM5_41126_wti-mpath-eff-mom.mq5:895: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41131,framework/EAs/QM5_41131_wti-mdaily-tailtrim-mom/QM5_41131_wti-mdaily-tailtrim-mom.mq5,41222311f9253e53dac547f3761aab5ed234ef44bd9b0b88aa72335df071b76f,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41131_wti-mdaily-tailtrim-mom/QM5_41131_wti-mdaily-tailtrim-mom.mq5:722: req.type = QM_BUY; | framework/EAs/QM5_41131_wti-mdaily-tailtrim-mom/QM5_41131_wti-mdaily-tailtrim-mom.mq5:948: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41132,framework/EAs/QM5_41132_wti-mweekday-med-mom/QM5_41132_wti-mweekday-med-mom.mq5,9ce83614c522a51c557cd07941c6fbe68680a422ba7c20ac90b968b6a862e5ab,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41132_wti-mweekday-med-mom/QM5_41132_wti-mweekday-med-mom.mq5:740: req.type = QM_BUY; | framework/EAs/QM5_41132_wti-mweekday-med-mom/QM5_41132_wti-mweekday-med-mom.mq5:966: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41133,framework/EAs/QM5_41133_wti-mdaily-median-mom/QM5_41133_wti-mdaily-median-mom.mq5,af3acabd59ccbe411dfa8593abf5658f69a505a9afdf252f46f91d7d750e9479,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41133_wti-mdaily-median-mom/QM5_41133_wti-mdaily-median-mom.mq5:719: req.type = QM_BUY; | framework/EAs/QM5_41133_wti-mdaily-median-mom/QM5_41133_wti-mdaily-median-mom.mq5:945: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41137,framework/EAs/QM5_41137_wti-mmedian-shift-mom/QM5_41137_wti-mmedian-shift-mom.mq5,981471af1fb20079df8ce3340ea9a9abbcced60dd880e8a39c1768f597378ed5,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41137_wti-mmedian-shift-mom/QM5_41137_wti-mmedian-shift-mom.mq5:836: req.type = QM_BUY; | framework/EAs/QM5_41137_wti-mmedian-shift-mom/QM5_41137_wti-mmedian-shift-mom.mq5:1074: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41139,framework/EAs/QM5_41139_wti-mdaily-hl-mom/QM5_41139_wti-mdaily-hl-mom.mq5,0e81b931b650c6285ec3664f576665d8c367d11ea6a1bd6e41e44dcbcf0f63bc,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41139_wti-mdaily-hl-mom/QM5_41139_wti-mdaily-hl-mom.mq5:768: req.type = QM_BUY; | framework/EAs/QM5_41139_wti-mdaily-hl-mom/QM5_41139_wti-mdaily-hl-mom.mq5:994: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41167,framework/EAs/QM5_41167_wti-coxstuart-tr/QM5_41167_wti-coxstuart-tr.mq5,0cf957eec258eb879113e3b789dabb9ca5c45671315e6ac8eaeb0360f8379cfe,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41167_wti-coxstuart-tr/QM5_41167_wti-coxstuart-tr.mq5:818: req.type = QM_BUY; | framework/EAs/QM5_41167_wti-coxstuart-tr/QM5_41167_wti-coxstuart-tr.mq5:1057: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41169,framework/EAs/QM5_41169_wti-foster-record-tr/QM5_41169_wti-foster-record-tr.mq5,e9eac8fd878b8cfd746a5e37f25c6039a24ae06ce0fdc947caaf6c70209b7262,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41169_wti-foster-record-tr/QM5_41169_wti-foster-record-tr.mq5:786: req.type = QM_BUY; | framework/EAs/QM5_41169_wti-foster-record-tr/QM5_41169_wti-foster-record-tr.mq5:1025: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41170,framework/EAs/QM5_41170_wti-bartels-rank-tr/QM5_41170_wti-bartels-rank-tr.mq5,affe0a953d364b4d6cebd374b67ced9ed36cf223bfe6b8e4d71e9bed0fbe301b,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41170_wti-bartels-rank-tr/QM5_41170_wti-bartels-rank-tr.mq5:815: req.type = QM_BUY; | framework/EAs/QM5_41170_wti-bartels-rank-tr/QM5_41170_wti-bartels-rank-tr.mq5:1054: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41171,framework/EAs/QM5_41171_wti-mturnpoint-tr/QM5_41171_wti-mturnpoint-tr.mq5,a79cbf3d61ad272b833e710fb041066b8c296827e34259511c966c845a0dcef6,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41171_wti-mturnpoint-tr/QM5_41171_wti-mturnpoint-tr.mq5:785: req.type = QM_BUY; | framework/EAs/QM5_41171_wti-mturnpoint-tr/QM5_41171_wti-mturnpoint-tr.mq5:1024: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
QM5_41173,framework/EAs/QM5_41173_wti-mspearman-tr/QM5_41173_wti-mspearman-tr.mq5,f5c1bc21f7c9bdb7186875a99971fc7f8f5f2089e514d075f1386608121b5121,MARKET_OR_NO_PENDING_LEVEL,MARKET,"framework/EAs/QM5_41173_wti-mspearman-tr/QM5_41173_wti-mspearman-tr.mq5:824: req.type = QM_BUY; | framework/EAs/QM5_41173_wti-mspearman-tr/QM5_41173_wti-mspearman-tr.mq5:1063: QM_TM_OpenPosition(req, out_ticket);",Inventory and source trace contain no stop-pending order type; crossed pending-level behavior is not applicable.,0
