cell_key,work_item_id,start,length,exit,year,status,verdict,error,window_admissible
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s2_l7_x18,c56194b0-ad85-579f-bae2-10bb6f1ceffe,2,7,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s2_l7_x18,13f31140-db29-56ab-a31c-1f33504171ed,2,7,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s2_l7_x18,b593776e-bbd1-5f26-95f8-9ec69a15b0fd,2,7,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s2_l7_x18,de4f47e5-1ce4-5e3d-8f0c-ccba93bbf3c6,2,7,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s2_l8_x18,cc156c8b-4a96-59f0-a9e9-cc938acf0161,2,8,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s2_l8_x18,c9bb58f3-b26e-5149-ad10-14b9983c0ddd,2,8,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s2_l8_x18,bb32d7c9-3987-5418-b39d-468ba898ff45,2,8,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s2_l8_x18,1ea1d17d-7aab-5b1c-8bee-18115b8bfe16,2,8,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s2_l8_x18,0cd644e1-fef9-5016-ae88-e158b41e25e4,2,8,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s2_l8_x18,17695c27-1f2f-5833-bc54-7dc94d3c644b,2,8,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s2_l8_x18,39b2fc49-c4df-536b-8b3e-d1154cdd62e5,2,8,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s3_l2_x18,a1dba1c0-85d5-513d-bbf9-7059b2d49821,3,2,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s3_l2_x18,edd976f5-ff30-5240-bd8c-0fee25cc3fd0,3,2,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s3_l2_x18,c38c2e78-5497-5ec4-a7ce-05810bc0d1a6,3,2,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s3_l2_x18,8ba7b42b-03b6-57dc-8f9f-7b38e9176cc6,3,2,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s3_l2_x18,17bc1d82-508d-5a59-bc02-484a8a645a84,3,2,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s3_l2_x18,c3d05ee3-162e-5480-9891-eb677cc579bc,3,2,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s3_l2_x18,8b04b664-0ed9-5cb3-9a33-ee21c7bd7a70,3,2,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s3_l3_x18,85f9c34c-e7fb-523d-94df-15d24933da24,3,3,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s3_l3_x18,590a5aa5-2688-53eb-be2d-267a280a15d2,3,3,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s3_l3_x18,be5d3ce4-4762-5bf0-96e0-3c3469f9e3c9,3,3,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s3_l3_x18,eb08b3b0-88e8-59fd-a988-cb7125feb101,3,3,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s3_l3_x18,b29d34b0-5250-59ab-af15-0a60f2cc9544,3,3,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s3_l3_x18,be9c397b-b1a4-5551-bbc8-147e7d270b09,3,3,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s3_l3_x18,e52ebacd-ced2-5dcd-be10-74b9726aa4c5,3,3,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s3_l4_x18,65732a08-4aa6-52ee-90ed-7e5107c3c6c8,3,4,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s3_l4_x18,6736fd53-0f20-5f4d-8b7a-8077b5ff61f8,3,4,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s3_l4_x18,572ab76f-199c-5606-80cf-0ce76e2d0ce3,3,4,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s3_l4_x18,a1a54252-e62f-5f44-a5e8-3ab034f6d682,3,4,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s3_l4_x18,a35057f3-76db-5eda-9c19-efde775a7860,3,4,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s3_l4_x18,f2f0f399-8ad2-533a-a7b6-8a44ee0b2e34,3,4,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s3_l4_x18,9b638f00-7e34-5077-9ae1-054c21abce9d,3,4,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s3_l5_x18,88ffe34b-63e0-5f01-9bae-930abb2a8e17,3,5,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s3_l5_x18,65a9f37e-5ca2-53a3-8009-5f274466e7ce,3,5,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s3_l5_x18,3cb3e766-2068-5d82-aeb7-be8a6ee96839,3,5,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s3_l5_x18,462a8049-1b75-5cb4-8032-1f4a88f3d654,3,5,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s3_l5_x18,e11cfa21-492c-550c-9424-124743c5f369,3,5,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s3_l5_x18,53d47b1e-1923-5638-8a29-c53c39fadd7e,3,5,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s3_l5_x18,35bb7e5a-72cc-5522-bdda-fdd374f83269,3,5,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s3_l6_x18,ce788d34-8758-5e6a-9a19-c3c36c0f35ad,3,6,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s3_l6_x18,11018f9c-f3a6-5204-af0d-19b0fa9b3714,3,6,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s3_l6_x18,88f5ed5f-4771-5c49-a95f-ffffdc7ea831,3,6,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s3_l6_x18,c575cb2e-51d4-5d33-99b3-beac9fd45312,3,6,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s3_l6_x18,2733420a-cfed-59f8-bcfb-14cae691bde9,3,6,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s3_l6_x18,e41bf7df-4942-5592-9e06-732010097ba1,3,6,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s3_l6_x18,5f38a333-172f-5a28-9db5-54929dbcc847,3,6,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s3_l7_x18,6166c4d1-40ec-55ed-85e0-7b2cd3879054,3,7,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s3_l7_x18,4d47f50f-fd8e-5cbd-a4cf-503b31f888d1,3,7,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s3_l7_x18,c82cb7ef-ab8c-5084-b30d-e2fbf5a28e3b,3,7,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s3_l7_x18,73dff212-f3ce-54eb-9459-ecb949c1476b,3,7,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s3_l7_x18,9db24866-5cd1-5b25-bfa2-c25d8c75651b,3,7,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s3_l7_x18,d3960f62-4943-525a-a72c-6f86520c07e1,3,7,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s3_l7_x18,b5f18ba4-d0a5-5a03-9464-d2d82430c0fb,3,7,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s3_l8_x18,b13df683-3f3c-5153-8f2c-88400c493168,3,8,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s3_l8_x18,bbda2fc0-e577-5086-b76c-9360f2d578a0,3,8,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s3_l8_x18,fc513caf-bd3e-54e1-9a29-5ecd676dce53,3,8,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s3_l8_x18,1e69d9ed-771a-5b15-9e31-e12cb271b3ef,3,8,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s3_l8_x18,3e69d772-82a0-574b-8261-8bbd0ac39bcf,3,8,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s3_l8_x18,908e1c82-16fa-514a-88fc-3a378c8bd963,3,8,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s3_l8_x18,891797aa-55c6-5457-b92e-583ddb1f8fd2,3,8,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s4_l2_x18,fca302de-e141-554c-a6a4-9bec22b2b874,4,2,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s4_l2_x18,e2ebf3ae-18ff-5b76-95d9-01baffed9bb5,4,2,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s4_l2_x18,2725dcc7-7648-5e77-bbb4-641bb4b26995,4,2,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s4_l2_x18,48520c9e-c0f5-5fd8-9be9-02b704268bf5,4,2,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s4_l2_x18,03c3ca13-70c0-5565-9ad8-1bb205945ea0,4,2,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s4_l2_x18,484dd14b-f1ba-5ddc-9e97-d9830ace5ea5,4,2,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s4_l2_x18,8bd08a51-060b-596b-b0ba-ffa698727ab0,4,2,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s4_l3_x18,98a97a96-4cb7-510f-a3f8-85309db1b176,4,3,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s4_l3_x18,d17cd65f-8ad7-5008-919f-c9ddd4f01137,4,3,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s4_l3_x18,8e174f20-68e9-5ccc-841c-388c2ee6ca45,4,3,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s4_l3_x18,3fe8ea21-b58f-5ae6-98fa-5954cd1c6478,4,3,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s4_l3_x18,b0b21413-495f-56a7-b66b-a89786176324,4,3,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s4_l3_x18,3b51728f-7ed4-5956-ab25-b6a37271ee96,4,3,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s4_l3_x18,cd85002c-6da4-5d9a-9205-12f13034b4df,4,3,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s4_l4_x18,848ea518-a3a7-54f7-972b-f92243d4bbdd,4,4,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s4_l4_x18,a21360c8-fd9f-5fcd-b265-c059e7ecf7ff,4,4,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s4_l4_x18,12259c2e-701b-5b71-aeb8-a647767fccc9,4,4,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s4_l4_x18,590c0e96-e6d4-570d-889d-199c5a6f52b7,4,4,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s4_l4_x18,9bb60b71-dc9e-595c-8691-8be0908d34c2,4,4,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s4_l4_x18,2b0a0e86-0012-50c5-a199-9ec33f7242fd,4,4,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s4_l4_x18,57d3e4a0-5ba3-5739-9949-53e53a5d757d,4,4,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s4_l5_x18,4263d7db-4085-578e-8d60-9ed2c352ee9d,4,5,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s4_l5_x18,0f00bd7e-ecce-5edc-9815-1c9ab438217c,4,5,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s4_l5_x18,840a5c3a-3303-55e0-a69d-7b919bd54575,4,5,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s4_l5_x18,e6f482ab-18f9-552c-a4e7-fc31a8e679b8,4,5,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s4_l5_x18,dcaa008f-c516-5368-87df-c51b278b8f83,4,5,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s4_l5_x18,571549f7-14fb-5eb7-b39f-ecd9551351d2,4,5,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s4_l5_x18,b3e2d0e2-a055-5f9a-bb11-f51eb54dfbb4,4,5,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s4_l6_x18,4e161e35-7488-545c-a6fc-60203d909d44,4,6,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s4_l6_x18,a6296a36-e485-5707-99af-ea25ee4d7b18,4,6,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s4_l6_x18,82a7b146-63b1-536b-bdf6-1ec3921fd182,4,6,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s4_l6_x18,c6bd8a37-e0a5-5829-b318-015c055f0df1,4,6,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s4_l6_x18,6e25d678-8cfc-5270-b1c6-ff99f0b2aef3,4,6,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s4_l6_x18,bfda51e5-913d-5d69-85b4-7608bfa293bc,4,6,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s4_l6_x18,0b317616-14d5-54ab-88dd-13bcda2567d4,4,6,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s4_l7_x18,b814b808-5f7b-58e8-ba8d-4463a3e53725,4,7,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s4_l7_x18,35c41b9c-edf3-51b0-85a5-668b6385efca,4,7,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s4_l7_x18,6acb9987-6ac5-581b-9180-473694021545,4,7,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s4_l7_x18,ea59545b-0200-5fe1-a4d2-557cd110b8fa,4,7,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s4_l7_x18,e92c652f-e32d-51e5-8aab-271e6471c2c8,4,7,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s4_l7_x18,14a44bee-6df7-57d5-b284-35e4da947d3a,4,7,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s4_l7_x18,e9dddc40-5ad4-57d8-8fc8-0a966f673a57,4,7,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s4_l8_x18,0f91c2ba-b7d2-5d28-a718-3f08deeb3d51,4,8,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s4_l8_x18,b2e9a95e-4efe-5e12-8e95-0f3f8047eb4e,4,8,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s4_l8_x18,4b22562a-5b91-51ea-9dd4-d958eae168b5,4,8,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s4_l8_x18,1df74bb0-876a-5441-87a6-92a123b1e412,4,8,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s4_l8_x18,d10e7352-4f46-5027-ba7c-de8b34f7812d,4,8,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s4_l8_x18,6701a6a6-aded-569e-aedf-a836c54a49a7,4,8,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s4_l8_x18,c81118e4-4427-56e4-b132-63f160f8ec19,4,8,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s5_l2_x18,ac3700b5-bb27-5d00-9e7f-9fb93f364e2a,5,2,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s5_l2_x18,2dc2c69c-4f19-5570-958c-5c2615fc3238,5,2,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s5_l2_x18,71078272-4278-5406-9a97-802c9ec04480,5,2,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s5_l2_x18,18cef50a-7814-5364-ae8c-98a0ca100deb,5,2,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s5_l2_x18,ca4256b0-dc11-52df-9c58-c90de22bf5bc,5,2,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s5_l2_x18,61b973d7-4031-582c-b4b8-80bb7fd5500c,5,2,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s5_l2_x18,e0823aca-9b4a-5da6-b51c-306beac45d32,5,2,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s5_l3_x18,0a9cc9de-c7ad-50c1-afff-b1a631bbccdb,5,3,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s5_l3_x18,5d0f1988-09d8-5353-8e55-b2e3fadc559f,5,3,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s5_l3_x18,b6f2d201-b10b-508f-8cf0-8e087d6832d8,5,3,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s5_l3_x18,3f4435d2-81ea-5dff-9205-6c4cc9ab8b47,5,3,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s5_l3_x18,adeb6fbb-6131-572e-b26c-4bcb227873c9,5,3,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s5_l3_x18,c41a76b1-ae0f-5438-ad11-6abb91b298dc,5,3,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s5_l3_x18,d9ca682e-62a2-52aa-9f61-feca5b29a86f,5,3,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s5_l4_x18,eba055ff-2228-501f-a52a-484825d54768,5,4,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s5_l4_x18,dad5f5e5-9d4e-513f-8415-5ec58d94920e,5,4,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s5_l4_x18,2c87789d-afc4-5cff-b69e-91fbe979be72,5,4,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s5_l4_x18,4e1b54b0-8317-5187-bfda-f8d68ce9a93e,5,4,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s5_l4_x18,d2608d0d-8b08-5b1e-838c-d62158666775,5,4,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s5_l4_x18,73b38314-ff96-5b21-8044-ceaeee64332d,5,4,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s5_l4_x18,42ff7865-c413-5957-8c98-ceba797e83ed,5,4,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s5_l5_x18,a5de94ed-2db6-58e2-9f06-6dfb21845674,5,5,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s5_l5_x18,3eb73e23-c280-5f9a-b29b-60c673b03fa0,5,5,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s5_l5_x18,f681f95b-5b29-502f-a5ad-f03e68816cfb,5,5,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s5_l5_x18,bd45060b-998c-5076-ae3a-b126f7b56f7f,5,5,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s5_l5_x18,64f7122c-9504-560f-a786-5f312a9a7b37,5,5,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s5_l5_x18,2f90bdaf-fda2-57ac-850e-e1d0698ad1a0,5,5,18,2024,NOT_ENQUEUED,,,UNDETERMINED
