change_id,parent_content_sha256,source_row_number,source_row_identity_sha256,currency,impact,event_name,old_datetime_utc,new_datetime_utc,old_hour,new_hour,delta_minutes,changed_fields,basis
f8c474c8b0e38e3d2414017c2e6d5c2b8334eae2e093941b1c49bcff4957c413,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44275,9c508cd3a4f557a6992c13dc00401b0ea222d857679dd68c2ae8d6ff88346a69,USD,HIGH,JOLTS Job Openings,2024-07-02T13:00:00Z,2024-07-02T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
88968bc3e6ea30f2235996182706272bac784c5207fdc018f69beabb9b3e9f21,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44393,38edeaad56589f33ceb6c59175fcf9a3492569db069078d7c282921e7a591459,USD,HIGH,Core CPI m/m,2024-07-11T11:30:00Z,2024-07-11T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
629d56641ed3446e119ec8e313c216b8f6330f7720b9a4313de30690d396f5ea,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44414,93f85e0074100e02f1a1817937f1e0da6715cfb5076de2e73bfd018c912c5052,USD,HIGH,Prelim UoM Consumer Sentiment,2024-07-12T13:00:00Z,2024-07-12T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
b5d5160fa84cb3d5259f10710af9753c99d3f5972302ee68d020647c2aad8d5c,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44488,2dc52a7b5181dbec97275165240f7084a7f2faca2e7a5acfcb783b317ad1a27a,USD,HIGH,Unemployment Claims,2024-07-18T11:30:00Z,2024-07-18T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
53d8e3c2bee6fb75bc2aae7e5997b21a0077d65c1b2ac762449950d784655bd4,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44556,3ffafe6cd78e663341f3a5eab7715e84a353e477401898caf6f0f0af3e1a673a,USD,HIGH,Advance GDP q/q,2024-07-25T11:30:00Z,2024-07-25T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
69988131b4b052a158bfc046c9142e35467bd0aa3da6da807df980a110b40c30,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44566,24d29225dd89cb90c021493ffbb37575fa18c2e767f6b3eaf2d23a43d57a236e,USD,HIGH,Core PCE Price Index m/m,2024-07-26T11:30:00Z,2024-07-26T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
4eb932a4be7a4dfe00f6e928b447efff640aa13e8c93dd23937dc35d803957f4,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44621,de62d91063c0cdb0fe7b5b3531f0493ca18ef7d74795b99d0e4de2cefc838e98,USD,HIGH,Pending Home Sales m/m,2024-07-31T13:00:00Z,2024-07-31T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
3d91c9534623423f069b75cd8f98542c93040aeda8f1189553179ac2f752a8f6,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44652,2db742f4d4af2796eaf87ba325684126197707e8f999385f55955cde668e9922,USD,HIGH,Unemployment Claims,2024-08-01T11:30:00Z,2024-08-01T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
329b24d23a98db0cd0845d908f037acb9402d89616a54778c4fe43ec70a68510,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44673,391860890f1fe69b3c95651ebae70a867c1e5181823b77eb5659805bd997eb0f,USD,HIGH,Average Hourly Earnings m/m,2024-08-02T11:30:00Z,2024-08-02T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
bf6ee62b7dbd045e544eee9b65f6e26e988afc079b4f90a18991907cef9d1f1f,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44739,cdcbec1b2d5280a1a6f2e5cd50def6d41fe3cf5135f44bac91a3b6762f375175,USD,HIGH,Unemployment Claims,2024-08-08T11:30:00Z,2024-08-08T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
c8a19ef5ccd8ac019e1f0d1108c0805006b96936827b1ead3f0da9d720fda340,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44773,87c491eb670a783572791aff8c64b3ca48262fbefd31a16ce8881e230a282bc5,USD,HIGH,Core PPI m/m,2024-08-13T11:30:00Z,2024-08-13T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
c4a7bc7a88cbd23328d29f22c97a0e346364ba5e67efe5ebc2652f207c70d48f,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44793,31722c14212338b3016a5458f0b640135f51036c249df732ec557e8670659a99,USD,HIGH,Core CPI m/m,2024-08-14T11:30:00Z,2024-08-14T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
d4e8b0e8fd09773d5340efab69254fdd652f85241075edd6922b3266b04939f7,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,44910,0c07d7439da0685cbe6237ccd15eba1571773368409f58945055b95e323b9535,USD,HIGH,Unemployment Claims,2024-08-22T11:30:00Z,2024-08-22T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
98d6e9b863afc04539d69b15a8ca937386ca4f3bb3a1b66f750c1a3c93c7092a,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,45062,48d7d248b04737498ff6cdb0f480f36a2a1b1f5ff89836bd304d49161c8b0295,USD,HIGH,JOLTS Job Openings,2024-09-04T13:00:00Z,2024-09-04T14:00:00Z,13,14,60,datetime;hour,official fixed ET release clock converted with America/New_York
7b279f5dff0b3d562fc017abc72897bae2cbfe6946e7cad0babc42a70dd4a6d5,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,45150,f6208dba6cd274e2b66ac7d719845839a64126ae884ea1286ed06a5094774a96,USD,HIGH,Core CPI m/m,2024-09-11T11:30:00Z,2024-09-11T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
d343f988da6e504182e5a04d4ef8832aa1c70c848a234997e2f377361a8fd309,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,45265,34bdf0935f1a42b453751833cc217714d23d6e46bfbd47fa244a51f857df1d30,USD,HIGH,Unemployment Claims,2024-09-19T11:30:00Z,2024-09-19T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
ffdfe83b214b9259203f09646b160ca1954e6309dbb7966161b50e886eb48443,86b2c0b595fd6011a2fe64b7da07f933e755294136a16f584d75389b66c56ce1,47841,7fbf7c613402ad2f4e03ff7079f7bb148dd7e5398102c7df3bdd68d3ecf84297,USD,HIGH,Final GDP q/q,2025-03-27T11:30:00Z,2025-03-27T12:30:00Z,11,12,60,datetime;hour,official fixed ET release clock converted with America/New_York
